"School","Year","Games","Wins","Losses","Ties","Preseason Rank","Postseason Rank","Srs","Sp Overall","Sp Offense","Sp Defense","First Name","Last Name","Hire Date"
"California","2006","13","10","3","0","9","14","19.5","17.6","35.7","19.9","Jeff","Tedford",""
"California","2007","13","7","6","0","12","","8.8","16.6","38.1","21.3","Jeff","Tedford",""
"California","2008","13","9","4","0","","","12.6","18","32.7","14.3","Jeff","Tedford",""
"California","2009","13","8","5","0","12","","2.9","6.5","30.2","22.5","Jeff","Tedford",""
"California","2010","12","5","7","0","","","9.8","10","28","17.4","Jeff","Tedford",""
"California","2011","13","7","6","0","","","6.2","12.2","32.2","21.1","Jeff","Tedford",""
"California","2012","12","3","9","0","","","-1.7","5.3","31.3","25.8","Jeff","Tedford",""
"Fresno State","2017","14","10","4","0","","","3.3","-2.7","22.3","25.5","Jeff","Tedford",""
"Fresno State","2018","14","12","2","0","","","12.8","17.4","33.5","15.5","Jeff","Tedford",""
"Fresno State","2019","12","4","8","0","","","-4.6","-4","30.6","33.6","Jeff","Tedford",""
"Fresno State","2022","14","10","4","0","","24","2.4","3.3","27.1","24.4","Jeff","Tedford",""
"Fresno State","2023","13","9","4","0","","","-3.2","2.5","28.9","27.9","Jeff","Tedford",""
"Stanford","2002","11","2","9","0","","","-3.7","-0.9","33","34","Buddy","Teevens",""
"Stanford","2003","11","4","7","0","","","-6.7","-5.1","25.9","31.1","Buddy","Teevens",""
"Stanford","2004","11","4","7","0","","","9.7","8.2","29.6","22.7","Buddy","Teevens",""
"Georgia Tech","2007","1","0","1","0","","","3.8","8.7","28.1","21.3","Jon","Tenuta",""
"East Carolina","2003","12","1","11","0","","","-18.9","-22","22.9","40.9","John","Thompson",""
"East Carolina","2004","11","2","9","0","","","-17.8","-18.9","29","42.8","John","Thompson",""
"Purdue","2001","12","6","6","0","","","3.3","6.8","29.5","24","Joe","Tiller",""
"Purdue","2002","13","7","6","0","","","8.6","11.3","35.9","26.6","Joe","Tiller",""
"Purdue","2003","13","9","4","0","19","18","11.8","14.9","33.3","19.6","Joe","Tiller",""
"Purdue","2004","12","7","5","0","24","","15.5","18.3","38","21.3","Joe","Tiller",""
"Purdue","2005","11","5","6","0","15","","10.0","11.8","37.1","25.3","Joe","Tiller",""
"Purdue","2006","14","8","6","0","","","-1.2","4.4","33.2","28.2","Joe","Tiller",""
"Purdue","2007","13","8","5","0","","","6.0","12.4","33.2","22.2","Joe","Tiller",""
"Purdue","2008","12","4","8","0","","","0.3","2.4","24.6","20.6","Joe","Tiller",""
"UCLA","2001","11","7","4","0","17","","14.0","16.8","37.6","22.4","Bob","Toledo",""
"UCLA","2002","12","7","5","0","","","11.8","16","40","26.9","Bob","Toledo",""
"Tulane","2007","12","4","8","0","","","-15.3","-15.5","23","37.7","Bob","Toledo",""
"Tulane","2008","12","2","10","0","","","-19.9","-17.4","19.8","34.7","Bob","Toledo",""
"Tulane","2009","12","3","9","0","","","-23.2","-22.2","19.6","39.4","Bob","Toledo",""
"Tulane","2010","12","4","8","0","","","-17.9","-21.1","18.5","37.7","Bob","Toledo",""
"Tulane","2011","7","2","5","0","","","-23.9","-21.9","16.9","37.7","Bob","Toledo",""
"San Diego State","2001","11","3","8","0","","","-14.2","-14.8","19","32.7","Ted","Tollner",""
"San José State","2005","11","3","8","0","","","-19.9","-14.7","18.6","33.3","Dick","Tomey",""
"San José State","2006","13","9","4","0","","","-2.2","-1.8","24","26.1","Dick","Tomey",""
"San José State","2007","12","5","7","0","","","-15.6","-16","20.3","34.7","Dick","Tomey",""
"San José State","2008","12","6","6","0","","","-9.6","-13.2","12.9","25.4","Dick","Tomey",""
"San José State","2009","12","2","10","0","","","-21.2","-25.2","13.5","37.7","Dick","Tomey",""
"Nevada","2001","11","3","8","0","","","-15.1","-12.1","35","42.5","Chris","Tormey",""
"Nevada","2002","12","5","7","0","","","-8.9","-7.9","32.4","38.3","Chris","Tormey",""
"Nevada","2003","12","6","6","0","","","-8.8","-9","28.4","35.3","Chris","Tormey",""
"UT San Antonio","2020","12","7","5","0","","","-3.9","-9.6","23.8","33.7","Jeff","Traylor","2019-12-09T00:00:00.000Z"
"UT San Antonio","2021","14","12","2","0","","","6.4","6.5","33","27.8","Jeff","Traylor","2019-12-09T00:00:00.000Z"
"UT San Antonio","2022","14","11","3","0","","","2.7","7.2","39.3","32.6","Jeff","Traylor","2019-12-09T00:00:00.000Z"
"UT San Antonio","2023","13","9","4","0","","","0.4","5.4","31.3","27.3","Jeff","Traylor","2019-12-09T00:00:00.000Z"
"Miami (OH)","2011","12","4","8","0","","","-5.9","-5.3","25.3","27.6","Don","Treadwell",""
"Miami (OH)","2012","12","4","8","0","","","-18.6","-16.2","22.7","39.4","Don","Treadwell",""
"Miami (OH)","2013","5","0","5","0","","","-30.2","-29","10.2","38.8","Don","Treadwell",""
"Ohio State","2001","12","7","5","0","23","","9.5","11.1","32.9","23.4","Jim","Tressel",""
"Ohio State","2002","14","14","0","0","13","1","18.9","24.7","37.2","13.1","Jim","Tressel",""
"Ohio State","2003","13","11","2","0","2","4","13.0","20.2","34.9","15.6","Jim","Tressel",""
"Ohio State","2004","12","8","4","0","9","20","11.5","17.5","33.3","17.4","Jim","Tressel",""
"Ohio State","2005","12","10","2","0","6","4","27.2","31.2","42.1","10.9","Jim","Tressel",""
"Ohio State","2006","13","12","1","0","1","2","22.2","27","37.2","12.1","Jim","Tressel",""
"Ohio State","2007","13","11","2","0","11","5","18.2","29.2","37.8","9.5","Jim","Tressel",""
"Ohio State","2008","13","10","3","0","2","9","17.4","22.7","32.7","12.2","Jim","Tressel",""
"Ohio State","2009","13","11","2","0","6","5","15.4","21","30","9.3","Jim","Tressel",""
"Ohio State","2010","13","12","1","0","2","5","20.4","30","40.5","11.4","Jim","Tressel",""
"Auburn","2001","12","7","5","0","","","4.5","8.5","30.5","23.4","Tommy","Tuberville",""
"Auburn","2002","13","9","4","0","","14","14.5","19.2","36.8","19.5","Tommy","Tuberville",""
"Auburn","2003","13","8","5","0","6","","10.8","17.9","33.2","17","Tommy","Tuberville",""
"Auburn","2004","13","13","0","0","17","2","22.7","27.3","39.3","12.5","Tommy","Tuberville",""
"Auburn","2005","12","9","3","0","16","14","15.8","20.7","35.4","14.7","Tommy","Tuberville",""
"Auburn","2006","13","11","2","0","4","9","13.5","19.4","32.4","15.1","Tommy","Tuberville",""
"Auburn","2007","13","9","4","0","18","15","13.2","20.7","31.3","11.3","Tommy","Tuberville",""
"Auburn","2008","12","5","7","0","10","","1.3","1.4","19.7","17.4","Tommy","Tuberville",""
"Texas Tech","2010","13","8","5","0","","","0.9","7.4","34.2","26.9","Tommy","Tuberville",""
"Texas Tech","2011","12","5","7","0","","","-0.4","4.8","38.6","34.5","Tommy","Tuberville",""
"Texas Tech","2012","12","7","5","0","","","7.9","17","44.1","26.5","Tommy","Tuberville",""
"Cincinnati","2013","13","9","4","0","","","0.6","7.8","31.9","21.6","Tommy","Tuberville",""
"Cincinnati","2014","13","9","4","0","","","1.6","6.9","36.3","29.8","Tommy","Tuberville",""
"Cincinnati","2015","13","7","6","0","","","0.1","5.3","34.4","28.2","Tommy","Tuberville",""
"Cincinnati","2016","12","4","8","0","","","-11.7","-3.6","24.5","27.3","Tommy","Tuberville",""
"Colorado","2019","12","5","7","0","","","-2.2","-4.1","30.1","34.7","Mel","Tucker",""
"Michigan State","2020","7","2","5","0","","","-4.5","-2.4","18.3","20.6","Mel","Tucker",""
"Michigan State","2021","13","11","2","0","","9","11.1","11.2","34.3","21.7","Mel","Tucker",""
"Michigan State","2022","12","5","7","0","15","","1.1","1.2","31.9","29.7","Mel","Tucker",""
"Michigan State","2023","2","2","0","0","","","-3.2","-6.8","15.7","24","Mel","Tucker",""
"Washington","2013","1","1","0","0","","25","19.8","20.5","37.6","18.3","Marques","Tuiasosopo",""
"Illinois","2001","12","10","2","0","","12","12.2","14.9","40.3","28.2","Ron","Turner",""
"Illinois","2002","12","5","7","0","","","3.5","6.2","35.6","31.4","Ron","Turner",""
"Illinois","2003","12","1","11","0","","","-11.7","-12.1","24.4","34.4","Ron","Turner",""
"Illinois","2004","11","3","8","0","","","-6.6","-11.3","26.7","35.5","Ron","Turner",""
"Florida International","2013","12","1","11","0","","","-29.7","-38.9","6.4","43.4","Ron","Turner",""
"Florida International","2014","12","4","8","0","","","-8.5","-16.2","15","30.3","Ron","Turner",""
"Florida International","2015","12","5","7","0","","","-13.5","-16.6","21.7","36.5","Ron","Turner",""
"Florida International","2016","4","0","4","0","","","-19.1","-19","25","42.2","Ron","Turner",""
"Oklahoma","2022","13","6","7","0","9","","10.2","15.4","40.8","26.5","Brent","Venables","2021-12-05T00:00:00.000Z"
"Oklahoma","2023","13","10","3","0","20","15","19.1","15","38.5","22.6","Brent","Venables","2021-12-05T00:00:00.000Z"
"Louisiana Monroe","2016","12","4","8","0","","","-19.6","-21.3","20.4","41.5","Matt","Viator",""
"Louisiana Monroe","2017","12","4","8","0","","","-12.7","-12.9","32.3","45.5","Matt","Viator",""
"Louisiana Monroe","2018","12","6","6","0","","","-10.9","-10.9","26.5","35.4","Matt","Viator",""
"Louisiana Monroe","2019","12","5","7","0","","","-9.0","-10.7","31.5","40.8","Matt","Viator",""
"Louisiana Monroe","2020","10","0","10","0","","","-24.5","-18.4","21.6","39.6","Matt","Viator",""
"UAB","2022","13","7","6","0","","","-1.1","-0.5","25.7","25.3","Bryant","Vincent","2014-01-22T00:00:00.000Z"
"Southern Mississippi","2020","4","1","3","0","","","-15.0","-7.9","24.2","32.1","Scotty","Walden",""
"UCLA","2007","1","0","1","0","14","","8.4","11.2","23.1","13.4","DeWayne","Walker",""
"New Mexico State","2009","13","3","10","0","","","-25.4","-28.5","6.2","33","DeWayne","Walker",""
"New Mexico State","2010","12","2","10","0","","","-23.8","-29.4","10.1","40.1","DeWayne","Walker",""
"New Mexico State","2011","13","4","9","0","","","-15.7","-18.7","23.3","39.4","DeWayne","Walker",""
"New Mexico State","2012","12","1","11","0","","","-28.2","-33.3","14.5","46.1","DeWayne","Walker",""
"Northwestern","2001","11","4","7","0","16","","-0.8","-1.7","38.2","38.8","Randy","Walker",""
"Northwestern","2002","12","3","9","0","","","-11.9","-11.5","34.4","41.9","Randy","Walker",""
"Northwestern","2003","13","6","7","0","","","-0.2","2.8","28.8","26.9","Randy","Walker",""
"Northwestern","2004","12","6","6","0","","","1.6","3.9","33.8","31.6","Randy","Walker",""
"Northwestern","2005","12","7","5","0","","","8.7","8","38.8","30.9","Randy","Walker",""
"Temple","2001","11","4","7","0","","","-7.6","-3.8","25.9","29.7","Bobby","Wallace",""
"Temple","2002","12","4","8","0","","","-6.8","-3.5","29.2","32.7","Bobby","Wallace",""
"Temple","2003","12","1","11","0","","","-9.7","-7.7","29.3","35.4","Bobby","Wallace",""
"Temple","2004","11","2","9","0","","","-13.1","-12.4","30.4","39.4","Bobby","Wallace",""
"Temple","2005","11","0","11","0","","","-23.2","-29.1","12.1","41.2","Bobby","Wallace",""
"Purdue","2023","12","4","8","0","","","-1.9","-7.3","21.8","27.1","Ryan","Walters",""
"Pittsburgh","2005","11","5","6","0","23","","2.0","6.8","23.9","17.1","Dave","Wannstedt",""
"Pittsburgh","2006","12","6","6","0","","","6.1","14.4","31.9","18.8","Dave","Wannstedt",""
"Pittsburgh","2007","12","5","7","0","","","1.7","7.5","24.7","16.8","Dave","Wannstedt",""
"Pittsburgh","2008","13","9","4","0","25","","8.3","9","26.2","19.2","Dave","Wannstedt",""
"Pittsburgh","2009","13","10","3","0","","15","13.2","17.9","36.1","19.8","Dave","Wannstedt",""
"Pittsburgh","2010","12","7","5","0","15","","8.4","11.3","29.7","18.7","Dave","Wannstedt",""
"Louisville","2018","2","0","2","0","","","-15.4","-9.1","24.5","33.6","Lorenzo","Ward",""
"Michigan State","2002","5","1","2","0","18","","-4.6","-4.6","34.4","37.7","Morris","Watts",""
"Navy","2001","7","0","7","0","","","-17.7","-24","21.1","41.2","Charlie","Weatherbie",""
"Louisiana Monroe","2003","12","1","11","0","","","-21.2","-26","27.6","46.1","Charlie","Weatherbie",""
"Louisiana Monroe","2004","11","5","6","0","","","-18.0","-17.2","20.2","35.7","Charlie","Weatherbie",""
"Louisiana Monroe","2005","11","5","6","0","","","-21.6","-22.6","17.3","40","Charlie","Weatherbie",""
"Louisiana Monroe","2006","12","4","8","0","","","-9.1","-15","17.4","32.5","Charlie","Weatherbie",""
"Louisiana Monroe","2007","12","6","6","0","","","-8.7","-21","16.3","36.2","Charlie","Weatherbie",""
"Louisiana Monroe","2008","12","4","8","0","","","-15.9","-26.7","16.6","41.1","Charlie","Weatherbie",""
"Louisiana Monroe","2009","12","6","6","0","","","-11.8","-15.6","19.6","33.3","Charlie","Weatherbie",""
"Notre Dame","2005","12","9","3","0","","9","20.8","21.8","41.3","19.5","Charlie","Weis",""
"Notre Dame","2006","13","10","3","0","2","17","10.9","11.5","34.2","22.1","Charlie","Weis",""
"Notre Dame","2007","12","3","9","0","","","-6.7","-9.7","15.1","23.3","Charlie","Weis",""
"Notre Dame","2008","13","7","6","0","","","3.2","6.8","26.7","19","Charlie","Weis",""
"Notre Dame","2009","12","6","6","0","23","","6.0","11","39.2","28.7","Charlie","Weis",""
"Kansas","2012","12","1","11","0","","","-7.8","-12.6","23.5","34.1","Charlie","Weis",""
"Kansas","2013","12","3","9","0","","","-11.8","-9.7","16","25.3","Charlie","Weis",""
"Kansas","2014","4","2","2","0","","","-7.5","-9.8","21.1","29.1","Charlie","Weis",""
"Utah State","2013","14","9","5","0","","","8.6","4.2","23.3","19.5","Matt","Wells",""
"Utah State","2014","14","10","4","0","","","1.4","6","25.2","18.6","Matt","Wells",""
"Utah State","2015","13","6","7","0","","","-0.2","-0.1","24.1","22.9","Matt","Wells",""
"Utah State","2016","12","3","9","0","","","-9.3","-4.4","24.7","27.7","Matt","Wells",""
"Utah State","2017","13","6","7","0","","","-5.2","-3.3","24.4","28","Matt","Wells",""
"Utah State","2018","12","10","2","0","","","13.9","14.2","36.3","22.5","Matt","Wells",""
"Texas Tech","2019","12","4","8","0","","","2.3","2.7","32.5","31.2","Matt","Wells",""
"Texas Tech","2020","10","4","6","0","","","-1.4","-4.2","28.4","32.3","Matt","Wells",""
"Texas Tech","2021","8","5","3","0","","","-1.7","9.8","34.6","27.1","Matt","Wells",""
"Memphis","2001","11","5","6","0","","","-1.5","-1","31.4","32.8","Tommy","West",""
"Memphis","2002","12","3","9","0","","","-9.6","-10.3","27.5","35.6","Tommy","West",""
"Memphis","2003","13","9","4","0","","","2.5","1","30.4","30.1","Tommy","West",""
"Memphis","2004","12","8","4","0","","","-1.5","2.8","41.3","38.9","Tommy","West",""
"Memphis","2005","12","7","5","0","","","-4.1","-3.4","27.5","31","Tommy","West",""
"Memphis","2006","12","2","10","0","","","-13.0","-13.2","23.1","35.4","Tommy","West",""
"Memphis","2007","13","7","6","0","","","-13.4","-12.9","27","38.3","Tommy","West",""
"Memphis","2008","13","6","7","0","","","-8.2","-3.4","28.9","31.5","Tommy","West",""
"Memphis","2009","12","2","10","0","","","-15.7","-14.4","22.8","36.8","Tommy","West",""
"UMass","2014","12","3","9","0","","","-15.6","-20.2","22.6","39.9","Mark","Whipple",""
"UMass","2015","12","3","9","0","","","-14.7","-9.5","22.1","29.3","Mark","Whipple",""
"UMass","2016","12","2","10","0","","","-17.0","-15.3","23.7","36.7","Mark","Whipple",""
